,Compound,Negative,Neutral,Positive,Time Stamp,Tweet,Tweet_Ago,User
465,0.2732,0.0,0.89,0.11,09-11-2017 09:02:56,A neuroscientist wondered what his pug really thought about him. His brain scans of dogs offered surprising clues. https://t.co/llkPoNAlDn,65,@nytimes
466,-0.5859,0.22,0.78,0.0,09-11-2017 04:30:06,"Steve Bannon said that President Trump's firing of James Comey was the biggest mistake in ""modern political history” https://t.co/DgpXi2x4mt",66,@nytimes
467,0.296,0.0,0.901,0.099,09-11-2017 00:15:03,"His event was called “Shoot at Hurricane Irma,” and everyone was invited. But not everyone was in on the joke. https://t.co/Vxzp6NskYb",67,@nytimes
468,0.0,0.0,1.0,0.0,09-10-2017 20:33:38,Hurricane Irma made landfall at Marco Island at 3:35 p.m. as a Category 3 storm https://t.co/cdhwvdVt9r https://t.co/X5j2aShqh5,68,@nytimes
469,0.4404,0.088,0.737,0.175,09-10-2017 18:15:07,"A Queens politician slashed his girlfriend’s face. Now, he’s running for his old seat again, and could win. https://t.co/JKDPybWN1L",69,@nytimes
470,0.0,0.0,1.0,0.0,09-10-2017 15:20:03,"Opinion: Ireland’s first openly gay, half-Indian, youngest-ever prime minister is leaping toward the future https://t.co/FTXSzQEuWR",70,@nytimes
471,0.0,0.0,1.0,0.0,09-10-2017 11:45:48,"Breaking News: With 130-mph winds and deadly force, the eye of Hurricane Irma has begun passing over Florida Keys https://t.co/TrZxKcmU0g",71,@nytimes
472,0.0,0.0,1.0,0.0,09-10-2017 06:22:46,"RT @FrancesRobles: With 130 mph winds, Irma was back to being a Category 4 hurricane as it approached the Florida Keys.",72,@nytimes
473,0.5106,0.0,0.852,0.148,09-10-2017 01:16:41,Society teaches women to be “Class Sunshine.” She wants her daughter to feel free to be Class Dark Cloud. https://t.co/jUJGAqH4lU,73,@nytimes
474,0.5719,0.0,0.829,0.171,09-09-2017 21:24:53,"Sloane Stephens has won the U.S. Open. Ranked 957th in women's tennis last month, she beat Madison Keys. https://t.co/EcVl15kAjh",74,@nytimes
475,0.1779,0.0,0.892,0.108,09-09-2017 17:36:01,We ran the numbers. Here's where we think Amazon should put its second headquarters. https://t.co/UcU66cfPgy,75,@nytimes
476,-0.3182,0.227,0.638,0.135,09-09-2017 13:50:43,Review Board Recommends Stiffest Punishment for Officer in Garner Case https://t.co/1ICYw2wUbc,76,@nytimes
477,0.0,0.0,1.0,0.0,09-09-2017 08:00:24,Bruce Springsteen is coming to Broadway with a sold-out one-man show. But what if it were a full-blown book musical? https://t.co/0qH7XczWiz,77,@nytimes
478,-0.3182,0.126,0.874,0.0,09-09-2017 03:17:01,The 5 living former U.S. presidents have started a fund to raise money for victims of Hurricane Harvey https://t.co/qoxk2BBFQk,78,@nytimes
479,0.8316,0.049,0.629,0.322,09-08-2017 23:56:04,Opinion: It’s hard to make our spouses feel valued and accepted while pushing them to be the best they can be https://t.co/ITr4nZNfKB,79,@nytimes
480,-0.296,0.095,0.905,0.0,09-08-2017 20:16:02,RT @nytopinion: No one bragged about the price of something because it was high; instead they bragged buying clothes at Target. https://t.c…,80,@nytimes
481,0.0,0.0,1.0,0.0,09-08-2017 16:12:12,Ted Cruz's career changed with Donald Trump's victory. Hurricane Harvey changed it again. https://t.co/mVrf5h4hIK,81,@nytimes
482,-0.2263,0.106,0.894,0.0,09-08-2017 11:47:02,Our investigation reveals some of the ways suspected Russian operators used Twitter to spread anti-Clinton messages https://t.co/zelYtUtJ8n,82,@nytimes
483,-0.0772,0.106,0.894,0.0,09-08-2017 08:06:05,How many times has your personal information been exposed to hackers? https://t.co/aXImYAX1Vu,83,@nytimes
484,0.0,0.0,1.0,0.0,09-08-2017 03:32:03,Harvey is 104. Irma is 92. They've been married 75 years. They've only ever seen a hurricane on TV. https://t.co/kQOL3jZDTi,84,@nytimes
485,0.0,0.0,1.0,0.0,09-07-2017 23:21:03,Hurricane leaves toxic silver beads of mercury on Texas man's property https://t.co/Npm18KfbsK,85,@nytimes
486,-0.5719,0.316,0.684,0.0,09-07-2017 19:50:09,The destruction Hurricane Irma caused in the Caribbean https://t.co/9fbZyd4EXi,86,@nytimes
487,0.34,0.0,0.862,0.138,09-07-2017 16:30:06,President Trump? tweeted a message to reassure Dreamers after Nancy Pelosi? asked him to do so https://t.co/XOyluumXYP,87,@nytimes
488,-0.6808,0.32,0.68,0.0,09-07-2017 13:40:08,Syria accused Israel of conducting a strike on a military base said by analysts to house chemical weapons https://t.co/KStUb6b13v,88,@nytimes
489,0.0,0.0,1.0,0.0,09-07-2017 10:00:15,"""We expected our standard of living to rise to the level of at least that of Spain or Italy. This has not happened."" https://t.co/lGynusSBnw",89,@nytimes
490,0.4404,0.0,0.879,0.121,09-07-2017 05:17:04,This CEO's main goal is “to provide a better life for the employees that choose to be part of our family here” https://t.co/z6z5kztwRI,90,@nytimes
491,0.4754,0.0,0.808,0.192,09-07-2017 01:02:05,"Hurricane Irma, one of the most powerful in history, roars across the Caribbean https://t.co/2PpwjhsQAm",91,@nytimes
492,0.0,0.0,1.0,0.0,09-06-2017 21:00:20,President Trump and Senator Chuck Schumer spoke during a meeting in the Oval Office on Wednesday… https://t.co/J6gosOfhaw,92,@nytimes
493,0.0,0.0,1.0,0.0,09-06-2017 18:30:20,From @NYTOpinion: Can you fix the world's climate? Try to get carbon emissions within our carbon budget.… https://t.co/Ni89HsTL86,93,@nytimes
494,0.0,0.0,1.0,0.0,09-06-2017 16:22:06,"Jeff Sessions announced the end of DACA, an Obama-era program that shielded young immigrants from deportation… https://t.co/1AByO3gYC1",94,@nytimes
495,0.0,0.0,1.0,0.0,09-06-2017 13:33:41,"RT @MichaelPaulson: ""Mean Girls"" is coming to Broadway. As a musical. Next spring. And this time, the Plastics have smartphones. https://t.…",95,@nytimes
496,0.0,0.0,1.0,0.0,09-06-2017 10:30:04,Morning Briefing: Here's what you need to know to start your day https://t.co/qg8HK2bn0v https://t.co/y8D5u6nJqo,96,@nytimes
497,0.3612,0.0,0.865,0.135,09-06-2017 06:35:02,"RT @alanblinder: Cities you could simultaneously fit inside Houston's city limits: Chicago, Philadelphia, Baltimore and Detroit. https://t.…",97,@nytimes
498,0.0,0.0,1.0,0.0,09-06-2017 01:47:04,"“We have to prepare for an event that we have never experienced here,” Puerto Rico Gov. Ricardo Rosselló said https://t.co/bKSoV23fFQ",98,@nytimes
499,0.3182,0.0,0.635,0.365,09-05-2017 21:15:06,Expand your cooking horizons https://t.co/Qi8zl1HsIf,99,@nytimes
